Scenario,Cost Components,Epoch,Cost ($),Cost ($) Percentage Difference (%)
SO,Emission,2,8263719515.931482,-29.10723197883054
SO,Emission,3,7880599601.555138,-32.39393975755057
SO,Emission,4,7597548341.195259,-34.82217891790773
SO,Generation Investment,1,6190670100.988804,0.0
SO,Generation Investment,2,8019515807.879242,29.541966815487807
SO,Generation Investment,3,6982298775.572939,12.787447266131856
SO,Generation Investment,4,6354951078.045666,2.6536865052883716
SO,Line Investment,1,673115981.6777267,0.0
SO,Line Investment,2,527403984.7126028,-21.64738335315409
SO,Line Investment,3,458766273.2777933,-31.844394463146088
SO,Line Investment,4,359455379.40637076,-46.598299670372384
SO,Operation,1,12151017630.250553,0.0
SO,Operation,2,8159709847.46312,-32.84751865432963
SO,Operation,3,7223587721.903805,-40.55158224838445
SO,Operation,4,6944875109.45828,-42.84532110159503
SO X5,Air Quality,1,5415843661.078586,0.0
SO X5,Air Quality,2,3811159854.4882064,-29.629433695115203
SO X5,Air Quality,3,3381203769.450159,-37.568290721730705
SO X5,Air Quality,4,3736268636.9523997,-31.012250892628096
SO X5,BESS Investment,1,0.0,0.0
SO X5,BESS Investment,2,0.0,0.0
SO X5,BESS Investment,3,0.0,0.0
SO X5,BESS Investment,4,0.0,0.0
SO X5,Emission,1,11821202048.915943,0.0
SO X5,Emission,2,8286070048.610573,-29.905012922349616
SO X5,Emission,3,7810302022.234679,-33.92971383184404
SO X5,Emission,4,7180982361.140421,-39.253365847012574
SO X5,Generation Investment,1,6073247106.9124365,0.0
SO X5,Generation Investment,2,8041428672.260905,32.407401357147606
SO X5,Generation Investment,3,7055642062.847038,16.175777778191527
SO X5,Generation Investment,4,6903764133.863939,13.675007987180804
SO X5,Line Investment,1,718647432.6334649,0.0
SO X5,Line Investment,2,563079067.9336988,-21.64738335315412
SO X5,Line Investment,3,441187183.5167239,-38.608674645924104
SO X5,Line Investment,4,345681702.59587514,-51.898290190903005
SO X5,Operation,1,12249538259.604528,0.0
SO X5,Operation,2,8231712119.64534,-32.79981706093224
SO X5,Operation,3,7316647345.151262,-40.270015162290065
SO X5,Operation,4,6712401530.133493,-45.20281999306805
