zone,unit,latitude,fuel,node,status,ave_marg_damages_isrm_LePeule,longitude,tech,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
PJM_EMAC,Existing NG-CC 928,40.14695,Gas,5,Existing,6.3125208,-74.74249,NG-CC,10614.0,2898719.9999999986,15053999.34667221,MO OPOI
PJM_EMAC,Existing NG-CC 929,40.14695,Gas,5,Existing,6.419729684,-74.74249,NG-CC,11078.0,3025439.9999999986,15978944.555127501,MO OPOI
PJM_EMAC,Existing NG-CC 930,40.14695,Gas,5,Existing,6.360245321,-74.74249,NG-CC,11484.0,3136319.9999999986,16411075.307229979,MO OPOI
PJM_EMAC,Existing NG-CC 931,40.14695,Gas,5,Existing,6.508559264,-74.74249,NG-CC,11484.0,3136319.9999999986,16793763.57864755,MO OPOI
PJM_EMAC,Existing NG-CC 932,40.14695,Gas,5,Existing,6.366125242,-74.74249,NG-CC,48503.99999999998,14066159.999999981,57071004.49703547,MO OPOI
PJM_EMAC,Existing NG-CC 933,40.14695,Gas,5,Existing,6.434402293,-74.74249,NG-CC,48504.0,14066159.999999993,57683094.22768635,MO OPOI
PJM_EMAC,Existing NG-CC 991,39.73872,Gas,5,Existing,31.46051817,-76.30826,NG-CC,10170.0,2702959.9999999986,61994988.563237324,MO OPOI
PJM_EMAC,Existing NG-CC 992,39.73872,Gas,5,Existing,26.96637334,-76.30826,NG-CC,11102.0,2957279.9999999986,58237407.85934272,MO OPOI
PJM_EMAC,Existing NG-CC 993,39.73872,Gas,5,Existing,31.14855732,-76.30826,NG-CC,10980.0,2918239.9999999986,66268941.94288701,MO OPOI
PJM_EMAC,Existing NG-CC 994,39.73872,Gas,5,Existing,29.85848294,-76.30826,NG-CC,29728.457083234,7946537.657723908,146262855.42181474,MO OPOI
PJM_EMAC,Existing NG-CT 136,40.73799,Gas,5,Existing,87.1882248,-74.097155,NG-CT,187.6,41271.99999999998,1424021.898227669,MO OPOI
PJM_EMAC,Existing NG-CT 137,40.73799,Gas,5,Existing,85.9958989,-74.097155,NG-CT,187.6,41271.99999999998,1404547.9589965537,MO OPOI
PJM_EMAC,Existing NG-CT 138,40.73799,Gas,5,Existing,84.45006042,-74.097155,NG-CT,187.6,41271.99999999998,1379300.1935822156,MO OPOI
PJM_EMAC,Existing NG-CT 139,40.73799,Gas,5,Existing,84.30951116,-74.097155,NG-CT,187.6,41271.99999999998,1377004.6402035477,MO OPOI
PJM_EMAC,Existing NG-CT 140,40.73799,Gas,5,Existing,84.41651762,-74.097155,NG-CT,187.6,41271.99999999998,1378752.3480235126,MO OPOI
PJM_EMAC,Existing NG-CT 141,40.73799,Gas,5,Existing,84.76556683,-74.097155,NG-CT,187.6,41271.99999999998,1384453.2751812711,MO OPOI
PJM_EMAC,Existing NG-CT 157,39.489029,Gas,5,Existing,6.21194926,-75.035192,NG-CT,330.0,72599.99999999996,210563.98627426184,MO OPOI
PJM_EMAC,Existing NG-CT 407,39.375774,Gas,5,Existing,9.075311829,-74.96519,NG-CT,29.8333332,6563.333303999997,30084.017239952114,MO OPOI
PJM_EMAC,Existing NG-CT 609,39.150556,Gas,5,Existing,7.915474544,-75.546944,NG-CT,44.0,9679.999999999996,63036.9392061291,MO OPOI
PJM_EMAC,Existing NG-CT 952,37.9892,Gas,5,Existing,7.42920719,-75.5405,NG-CT,46.3,10185.999999999995,62257.108457763956,MO OPOI
PJM_EMAC,Existing NG-CT 953,37.9892,Gas,5,Existing,8.098248727,-75.5405,NG-CT,46.8,10295.999999999995,68596.57767550922,MO OPOI
PJM_EMAC,Existing NG-CT 956,37.9892,Gas,5,Existing,8.149516808,-75.5405,NG-CT,32.99176729984206,7258.18880596525,48663.45333053717,MO OPOI
PJM_PENE,Existing NG-CT 849,41.2908,Gas,6,Existing,4.256989655,-79.8061,NG-CT,53.5,11769.999999999993,41221.316829386895,MO OPOI
PJM_SMAC,Existing NG-CC 69,39.178421,Gas,7,Existing,55.72897316,-76.527476,NG-CC,8189.9999999998,2187359.9999999464,90882769.1172522,MO OPOI
PJM_SMAC,Existing NG-CC 88,38.5444,Gas,7,Existing,7.452279932,-76.6861,NG-CC,38174.2426217702,10745293.999531288,65879495.75425631,MO OPOI
PJM_WMAC,Existing NG-CC 1012,40.8022,Gas,8,Existing,9.956977323,-75.1072,NG-CC,10561.599999999999,2874263.999999998,23544906.880005963,MO OPOI
PJM_WMAC,Existing NG-CC 1013,40.8022,Gas,8,Existing,10.01388295,-75.1072,NG-CC,10561.6,2874263.9999999986,23679469.573602587,MO OPOI
PJM_WMAC,Existing NG-CC 1014,40.8022,Gas,8,Existing,9.985430136,-75.1072,NG-CC,38373.59999999995,10532143.999999981,68314988.61502619,MO OPOI
PJM_WMAC,Existing NG-CC 1020,40.61842,Gas,8,Existing,9.493148215,-75.313775,NG-CC,7112.0,1935479.999999999,15116169.503174655,MO OPOI
PJM_WMAC,Existing NG-CC 1022,40.61842,Gas,8,Existing,9.493148215,-75.313775,NG-CC,34515.0,9473099.999999996,58416403.82683234,MO OPOI
PJM_WMAC,Existing NG-CC 1050,39.86916,Gas,8,Existing,10.20320074,-77.16722,NG-CC,8343.775382213613,2270150.5840869937,19056094.626800843,MO OPOI
PJM_WMAC,Existing NG-CC 1051,39.8729,Gas,8,Existing,9.051536797,-77.1668,NG-CC,8568.0,2331719.999999999,17363669.977263242,MO OPOI
PJM_WMAC,Existing NG-CC 1052,39.8729,Gas,8,Existing,10.33820225,-77.1668,NG-CC,8135.133697272528,2214100.109181757,18831507.226283766,MO OPOI
PJM_WMAC,Existing NG-CC 1053,39.87165333,Gas,8,Existing,9.864313262,-77.16694,NG-CC,52923.0,14525419.999999993,93073916.47495732,MO OPOI
PJM_WMAC,Existing NG-CC 346,41.201997,Gas,8,Existing,11.42180143,-76.070093,NG-CC,5112.489726649842,1387044.7125279524,11533306.418879224,MO OPOI
PJM_WMAC,Existing NG-CC 347,41.201997,Gas,8,Existing,10.61978306,-76.070093,NG-CC,5335.0,1456939.9999999993,11296367.383339409,MO OPOI
PJM_WMAC,Existing NG-CC 808,40.42083,Gas,8,Existing,11.75631665,-75.9375,NG-CC,9016.0,2428799.999999999,23491234.108849697,MO OPOI
PJM_WMAC,Existing NG-CC 809,40.42083,Gas,8,Existing,11.77948633,-75.9375,NG-CC,9016.0,2428799.999999999,23537531.29472101,MO OPOI
PJM_WMAC,Existing NG-CC 810,40.42083,Gas,8,Existing,11.76790149,-75.9375,NG-CC,19271.3,5220089.999999997,44774014.75942406,MO OPOI
PJM_WMAC,Existing NG-CC 936,40.3509,Gas,8,Existing,14.81925424,-76.3658,NG-CC,22629.1,6129629.999999996,66207872.427369595,MO OPOI
PJM_WMAC,Existing NG-CT 1089,41.20334,Gas,8,Existing,24.75900568,-76.06848,NG-CT,2.7000623958883807e-13,8.704148513061223e-11,1.7729737093038096e-09,MO OPOI
PJM_West,Existing Coal 165,40.2522,Coal,9,Existing,139.8577554,-80.6486,Coal,1439.9999999998763,316799.99999997264,36451426.64689397,MO OPOI
PJM_West,Existing Coal 412,38.905053,Coal,9,Existing,92.91355026,-84.851009,Coal,7800.0,1715999.9999999993,115881686.84253953,MO OPOI
PJM_West,Existing Coal 421,38.700049,Coal,9,Existing,134.826744,-83.817613,Coal,1320.0,290399.9999999999,32211834.74589289,MO OPOI
PJM_West,Existing Coal 422,38.700049,Coal,9,Existing,41.68817601,-83.817613,Coal,9780.0,2151599.999999999,65267175.20132734,MO OPOI
PJM_West,Existing Coal 423,38.700049,Coal,9,Existing,45.84847857,-83.817613,Coal,9803.513158633452,2156772.894899358,58393581.44430941,MO OPOI
PJM_West,Existing Coal 424,38.700049,Coal,9,Existing,39.49324355,-83.817613,Coal,9824.0,2161279.999999999,50414161.68872014,MO OPOI
PJM_West,Existing Coal 435,38.9794,Coal,9,Existing,46.76057225,-81.9344,Coal,14763.0,3247859.9999999986,124945299.28405133,MO OPOI
PJM_West,Existing NG-CC 1029,38.57306,Gas,9,Existing,10.29009166,-82.78472,NG-CC,6697.0,1679679.999999999,14219639.890349219,MO OPOI
PJM_West,Existing NG-CC 1030,38.57278,Gas,9,Existing,8.122713767,-82.785,NG-CC,7137.0,1793399.999999999,11984533.08630687,MO OPOI
PJM_West,Existing NG-CC 1031,38.57292,Gas,9,Existing,9.206402713,-82.78486,NG-CC,38236.0,9745439.999999994,58381648.51836037,MO OPOI
PJM_West,Existing NG-CC 1032,38.57444,Gas,9,Existing,6.782863554,-82.78361,NG-CC,7400.0,1868499.999999999,10426750.623988148,MO OPOI
PJM_West,Existing NG-CC 1033,38.57417,Gas,9,Existing,6.699543491,-82.78389,NG-CC,7440.0,1878599.999999999,10354337.875426468,MO OPOI
PJM_West,Existing NG-CC 1034,38.574305,Gas,9,Existing,6.741203522,-82.78375,NG-CC,42076.0,11950839.999999994,50398809.16674482,MO OPOI
PJM_West,Existing NG-CC 947,40.09285,Gas,9,Existing,8.825121559,-82.02727,NG-CC,19154.300000000003,4881971.999999997,28035022.83536782,MO OPOI
PJM_West,Existing NG-CC 948,40.09285,Gas,9,Existing,8.88857821,-82.02727,NG-CC,19154.300000000003,4881971.999999997,28236607.442214023,MO OPOI
PJM_West,Existing NG-CC 949,40.09285,Gas,9,Existing,8.856849885,-82.02727,NG-CC,32619.053967966,8329201.269749115,44752056.78952273,MO OPOI
PJM_West,Existing NG-CC 962,39.5798,Gas,9,Existing,7.338844988,-81.6571,NG-CC,7160.0,1807899.999999999,10915532.39961143,MO OPOI
PJM_West,Existing NG-CC 963,39.5798,Gas,9,Existing,7.366743142,-81.6571,NG-CC,7160.0,1807899.999999999,10957027.104074365,MO OPOI
PJM_West,Existing NG-CC 964,39.5798,Gas,9,Existing,7.352794065,-81.6571,NG-CC,23937.0,6053939.999999996,32701135.579704072,MO OPOI
PJM_West,Existing NG-CC 980,39.0908,Gas,9,Existing,6.740131596,-84.8666,NG-CC,6640.0,1676599.999999999,9296953.128668481,MO OPOI
PJM_West,Existing NG-CC 981,39.0908,Gas,9,Existing,6.729722522,-84.8666,NG-CC,6840.0,1727099.999999999,9562191.693992682,MO OPOI
PJM_West,Existing NG-CC 982,39.0908,Gas,9,Existing,6.39997462,-84.8666,NG-CC,6640.0,1676599.999999999,8827759.995386278,MO OPOI
PJM_West,Existing NG-CC 983,39.0908,Gas,9,Existing,8.676986998,-84.8666,NG-CC,6474.0,1626799.999999999,11613039.7917299,MO OPOI
PJM_West,Existing NG-CC 984,39.53333,Gas,9,Existing,1.418876091,-81.71694,NG-CC,8064.0,2488079.999999999,2904367.8092936818,MO OPOI
PJM_West,Existing NG-CC 985,39.53305,Gas,9,Existing,1.390103444,-81.71694,NG-CC,8064.0,2488079.999999999,2845471.6517891353,MO OPOI
PJM_West,Existing NG-CC 986,39.5325,Gas,9,Existing,1.447889442,-81.71694,NG-CC,8064.0,2488079.999999999,2963756.675748362,MO OPOI
PJM_West,Existing NG-CC 987,39.53296,Gas,9,Existing,1.418956326,-81.71694,NG-CC,32218.0,9126019.999999996,9702131.771610904,MO OPOI
PJM_West,Existing NG-CT 8,37.8824,Gas,9,Existing,13.85084452,-84.1025,NG-CT,21.33333319999636,4693.333303999197,32832.765481715054,MO OPOI
PJM_West,Existing NG-CT 813,38.191734,Gas,9,Existing,2.106171706,-82.604615,NG-CT,165.0,36299.999999999985,62898.92209752106,MO OPOI
PJM_West,Existing NG-CT 814,38.191734,Gas,9,Existing,2.454704049,-82.604615,NG-CT,165.0,36299.999999999985,73307.52678458046,MO OPOI
PJM_West,Existing NG-CT 815,38.191734,Gas,9,Existing,2.048647681,-82.604615,NG-CT,165.0,36299.999999999985,61181.01887201317,MO OPOI
PJM_West,Existing NG-CT 816,38.191734,Gas,9,Existing,2.073030169,-82.604615,NG-CT,165.0,36299.999999999985,61909.179927869525,MO OPOI
PJM_West,Existing NG-CT 817,38.191734,Gas,9,Existing,2.357446841,-82.604615,NG-CT,165.0,36299.999999999985,70403.02781520042,MO OPOI
PJM_West,Existing NG-CT 9,37.8824,Gas,9,Existing,11.67561276,-84.1025,NG-CT,21.3333332,4693.333303999997,27676.48247375354,MO OPOI
PJM_West,Existing NG-CT 917,38.3441,Gas,9,Existing,7.800039409,-82.5939,NG-CT,50.0,10999.999999999996,70588.22897784355,MO OPOI
