zone,tech,ave_marg_damages_isrm_LePeule,fuel,unit,latitude,status,longitude,node,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
PJM_West,NG-CC,1.447889442,Gas,Existing NG-CC 986,39.5325,Existing,-81.71694,9,7728.0,2719079.9976438,3238919.767415299,SO
PJM_West,NG-CC,6.39997462,Gas,Existing NG-CC 982,39.0908,Existing,-84.8666,9,7636.0,2686709.99767185,14146266.871437393,SO
PJM_West,NG-CC,6.699543491,Gas,Existing NG-CC 1033,38.57417,Existing,-82.78389,9,7440.0,2553779.9975448,14075748.405240415,SO
PJM_West,NG-CC,6.729722522,Gas,Existing NG-CC 981,39.0908,Existing,-84.8666,9,7068.995239274556,2436632.8315605274,13490562.343383685,SO
PJM_West,NG-CC,6.740131596,Gas,Existing NG-CC 980,39.0908,Existing,-84.8666,9,7636.0,2686709.99767185,14898137.253179176,SO
PJM_West,NG-CC,6.741203522,Gas,Existing NG-CC 1034,38.574305,Existing,-82.78375,9,41602.12913368645,14414228.306663604,62960973.55673744,SO
PJM_West,NG-CC,6.782863554,Gas,Existing NG-CC 1032,38.57444,Existing,-82.78361,9,7215.0,2459574.9976875,13725113.803523574,SO
PJM_West,NG-CC,7.338844988,Gas,Existing NG-CC 962,39.5798,Existing,-81.6571,9,7484.842472370998,2632356.986677754,15893344.751050698,SO
PJM_West,NG-CC,7.352794065,Gas,Existing NG-CC 964,39.5798,Existing,-81.6571,9,26058.0,9026369.9915766,48646394.96952311,SO
PJM_West,NG-CC,7.366743142,Gas,Existing NG-CC 963,39.5798,Existing,-81.6571,9,7484.842472370998,2632356.986677754,15953762.293615626,SO
PJM_West,NG-CC,8.122713767,Gas,Existing NG-CC 1030,38.57278,Existing,-82.785,9,7503.0,2579384.9975844,17236938.131969348,SO
PJM_West,NG-CC,8.676986998,Gas,Existing NG-CC 983,39.0908,Existing,-84.8666,9,7636.0,2686709.99767185,19179290.700640373,SO
PJM_West,NG-CC,8.825121559,Gas,Existing NG-CC 947,40.09285,Existing,-82.02727,9,20862.221128591405,7230675.596861834,41361422.47954168,SO
PJM_West,NG-CC,8.856849885,Gas,Existing NG-CC 949,40.09285,Existing,-82.02727,9,38775.56681864668,13622548.893342672,69732695.01116727,SO
PJM_West,NG-CC,8.88857821,Gas,Existing NG-CC 948,40.09285,Existing,-82.02727,9,20862.221128591405,7230675.596861834,41658829.980798274,SO
PJM_West,NG-CC,9.206402713,Gas,Existing NG-CC 1031,38.57292,Existing,-82.78486,9,40681.68051280645,14179397.953637624,84521898.46797523,SO
PJM_West,NG-CC,10.29009166,Gas,Existing NG-CC 1029,38.57306,Existing,-82.78472,9,7471.664839380766,2538952.49917575,21493969.23043756,SO
PJM_West,NG-CT,9.057435321,Gas,Existing NG-CT 916,38.3441,Existing,-82.5939,9,9.237055564881304e-14,3.22941673156052e-11,2.406423921774538e-10,SO
PJM_West,NG-CT,11.67561276,Gas,Existing NG-CT 9,37.8824,Existing,-84.1025,9,21.3333332,11199.999934799998,66046.15138612647,SO
PJM_West,NG-CT,13.85084452,Gas,Existing NG-CT 8,37.8824,Existing,-84.1025,9,21.33333319997817,11199.999934788539,78350.91766033223,SO
PJM_West,NG-CT,14.03432113,Gas,Existing NG-CT 925,36.66416,Existing,-82.10208,9,7.105427357601002e-15,2.8421709405535012e-12,3.281590669408896e-11,SO
PJM_West,NG-CT,14.11265685,Gas,Existing NG-CT 924,36.66416,Existing,-82.10208,9,7.105427357601003e-14,1.70530256173862e-11,1.9799445604860593e-10,SO
PJM_West,NG-CT,14.27925683,Gas,Existing NG-CT 920,38.3441,Existing,-82.5939,9,5.684341886080803e-14,2.5863755530508574e-11,3.0383653544230214e-10,SO
PJM_West,NG-CT,22.13714336,Gas,Existing NG-CT 840,40.07472,Existing,-84.615,9,7.105427357601002e-15,3.730349364339247e-12,6.793817692114933e-11,SO
PJM_West,NG-CT,22.61602139,Gas,Existing NG-CT 842,40.07458,Existing,-84.615,9,5.5511151231257833e-14,2.914335440890037e-11,5.422487351982284e-10,SO
