status,latitude,ave_marg_damages_isrm_LePeule,longitude,unit,tech,fuel,zone,node,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
Existing,41.3933,11.95199726,-87.94343,Existing NG-CT 835,NG-CT,Gas,PJM_COMD,3,465.0,69750.000151125,685847.4077704212,MO X5
Existing,41.41324667,13.44148982,-88.33022667,Existing NG-CC 830,NG-CC,Gas,PJM_COMD,3,10354.0,2072970.0020134503,20380474.74841888,MO X5
Existing,41.47684,6.614370536,-83.46102,Existing NG-CT 941,NG-CT,Gas,PJM_ATSI,2,535.5,71400.0002632875,388534.45468658104,MO X5
Existing,41.47684,7.076490561,-83.46102,Existing NG-CT 943,NG-CT,Gas,PJM_ATSI,2,1387.2,190740.00062424003,957486.4967914455,MO X5
Existing,41.47684,7.389630692,-83.46102,Existing NG-CT 942,NG-CT,Gas,PJM_ATSI,2,1384.8,190410.00062316,998126.1534410625,MO X5
Existing,41.47684,7.850650805,-83.46102,Existing NG-CT 944,NG-CT,Gas,PJM_ATSI,2,1146.6603009607056,154389.04569287045,842854.6974788815,MO X5
Existing,41.48058,13.75738347,-88.25838,Existing NG-CC 790,NG-CC,Gas,PJM_COMD,3,12991.506645194748,2575876.66392142,29154373.3625321,MO X5
Existing,41.48058,13.75738347,-88.25838,Existing NG-CC 794,NG-CC,Gas,PJM_COMD,3,20500.0,4059375.0041187503,40914589.46762789,MO X5
Existing,41.4806,10.95323383,-88.25748,Existing NG-CC 791,NG-CC,Gas,PJM_COMD,3,14108.456488451217,2765157.0638247645,24917528.72249639,MO X5
Existing,41.4806,10.95323383,-88.25748,Existing NG-CC 795,NG-CC,Gas,PJM_COMD,3,21728.200578286625,4312351.531934061,34681532.45999072,MO X5
Existing,41.48061,13.69802891,-88.25705,Existing NG-CC 792,NG-CC,Gas,PJM_COMD,3,13120.0,2608000.002536,29390601.18532356,MO X5
Existing,41.48061,13.69802891,-88.25705,Existing NG-CC 796,NG-CC,Gas,PJM_COMD,3,20659.403159850393,4102838.125784705,41198077.55783329,MO X5
Existing,41.48064,12.27134763,-88.25614,Existing NG-CC 793,NG-CC,Gas,PJM_COMD,3,13293.138048483937,2625227.324032289,26503423.656583305,MO X5
Existing,41.48064,12.27134763,-88.25614,Existing NG-CC 797,NG-CC,Gas,PJM_COMD,3,21112.4715003411,4232114.174072122,38045063.540521696,MO X5
Existing,41.68355,37.61291877,-87.55686,Existing NG-CT 926,NG-CT,Gas,PJM_COMD,3,943.1999999999999,141480.00030654,3430270.7217588313,MO X5
Existing,41.68356,39.0445655,-87.55635,Existing NG-CT 927,NG-CT,Gas,PJM_COMD,3,890.9565706875765,133643.48589269735,3363602.740439043,MO X5
Existing,41.71217,7.729298667,-90.27933,Existing NG-CC 807,NG-CC,Gas,PJM_COMD,3,41848.494127616315,8461879.773115328,47877278.90804557,MO X5
Existing,41.774885,8.098491983,-89.6075,Existing NG-CC 801,NG-CC,Gas,PJM_COMD,3,57152.1713744568,11736379.796698695,60951087.81354025,MO X5
Existing,41.774885,8.098491983,-89.6075,Existing NG-CC 803,NG-CC,Gas,PJM_COMD,3,51953.82076495108,10643056.307632048,51438421.93695394,MO X5
Existing,41.774895,8.229878788,-89.606175,Existing NG-CC 802,NG-CC,Gas,PJM_COMD,3,54180.62185627132,10903223.243429204,57012410.11729615,MO X5
Existing,41.774895,8.229878788,-89.606175,Existing NG-CC 804,NG-CC,Gas,PJM_COMD,3,49637.618404712426,10000949.883369096,48689637.502176546,MO X5
Existing,41.82875,14.5452821,-89.405,Existing NG-CT 851,NG-CT,Gas,PJM_COMD,3,1546.4333332,231509.16715714923,2208855.849293385,MO X5
Existing,41.82875,15.08029076,-89.405,Existing NG-CT 855,NG-CT,Gas,PJM_COMD,3,510.59999999999997,76590.00016594499,950220.9238421428,MO X5
Existing,41.82875,15.30734507,-89.405,Existing NG-CT 852,NG-CT,Gas,PJM_COMD,3,1546.4333332,231509.16715714923,2324583.2196696796,MO X5
Existing,41.82875,15.9892027,-89.405,Existing NG-CT 857,NG-CT,Gas,PJM_COMD,3,503.40000000000003,75510.00016360501,993285.4713769786,MO X5
Existing,41.82875,16.05050923,-89.405,Existing NG-CT 853,NG-CT,Gas,PJM_COMD,3,509.40000000000003,76410.00016555501,1008978.2861433597,MO X5
Existing,41.82875,16.18257689,-89.405,Existing NG-CT 854,NG-CT,Gas,PJM_COMD,3,494.26093482746955,74139.14038475524,987047.4461441934,MO X5
Existing,41.82875,16.22960328,-89.405,Existing NG-CT 858,NG-CT,Gas,PJM_COMD,3,419.5,62925.00013633751,840183.0830624717,MO X5
Existing,41.82875,16.39237777,-89.405,Existing NG-CT 856,NG-CT,Gas,PJM_COMD,3,25.115294581092712,3767.294195326378,50805.916975349275,MO X5
Existing,42.23855,22.9159314,-89.10102,Existing NG-CT 1039,NG-CT,Gas,PJM_COMD,3,965.4000000000001,144810.000313755,2139106.3470929256,MO X5
Existing,42.47732,20.09173551,-87.89507,Existing NG-CT 961,NG-CT,Gas,PJM_COMD,3,912.0,136800.00029640002,1771739.4651972568,MO X5
Existing,42.47767,13.33164878,-87.89506,Existing NG-CT 960,NG-CT,Gas,PJM_COMD,3,1824.0,273600.00059280003,2676037.845644213,MO X5
Existing,42.47803,15.48490761,-87.89504,Existing NG-CT 959,NG-CT,Gas,PJM_COMD,3,1824.0,273600.00059280003,3108257.61197889,MO X5
