Scenario,Cost Components,Epoch,Cost ($),Cost ($) Percentage Difference (%)
MO EM190 X5,Generation Investment,3,102813849984.6059,-26.369663720372007
MO EM190 X5,Generation Investment,4,85456695417.9075,-38.8000233245969
MO EM190 X5,Line Investment,1,4267622688.39347,0.0
MO EM190 X5,Line Investment,2,1102967425.0734422,-74.15499200355386
MO EM190 X5,Line Investment,3,864203838.3073813,-79.74975996219788
MO EM190 X5,Line Investment,4,677126320.4763103,-84.13340705311482
MO EM190 X5,Operation,1,66129135922.36749,0.0
MO EM190 X5,Operation,2,21611720640.585423,-67.3189127014202
MO EM190 X5,Operation,3,21852303490.244183,-66.95510506004831
MO EM190 X5,Operation,4,24342817847.778545,-63.188967301257534
MO OPOI,Air Quality,1,4840540915.969636,0.0
MO OPOI,Air Quality,2,5013805563.722576,3.5794480567515783
MO OPOI,Air Quality,3,6616447520.152282,36.68818495725708
MO OPOI,Air Quality,4,8148871913.863162,68.34630788841945
MO OPOI,BESS Investment,1,2705733389.4940224,0.0
MO OPOI,BESS Investment,2,3485278622.1738186,28.81086642559313
MO OPOI,BESS Investment,3,4325638314.092883,59.86934747114113
MO OPOI,BESS Investment,4,3615001951.2720804,33.60525339668049
MO OPOI,Emission,1,17843442251.473633,0.0
MO OPOI,Emission,2,13402960084.955757,-24.885793357227083
MO OPOI,Emission,3,13996066787.588589,-21.56184557700632
MO OPOI,Emission,4,13133948913.883066,-26.393412611860946
MO OPOI,Generation Investment,1,100040453447.31024,0.0
MO OPOI,Generation Investment,2,89962552576.00687,-10.073825661547255
MO OPOI,Generation Investment,3,76314928947.90517,-23.715930587920557
MO OPOI,Generation Investment,4,63995019748.32213,-36.03085797484184
MO OPOI,Line Investment,1,5649803525.515867,0.0
MO OPOI,Line Investment,2,2185942277.7501197,-61.30941070998522
MO OPOI,Line Investment,3,1712742973.0068824,-69.6849108951891
MO OPOI,Line Investment,4,1341978935.7858734,-76.24733444755778
MO OPOI,Operation,1,57612030177.71475,0.0
MO OPOI,Operation,2,21772517902.63924,-62.208382805677985
MO OPOI,Operation,3,21138674664.574257,-63.30857531080196
MO OPOI,Operation,4,22717266032.19542,-60.56853757432277
MO OPOI X5,Air Quality,1,7492051803.380085,0.0
MO OPOI X5,Air Quality,2,7728686300.9636965,3.1584738572796893
MO OPOI X5,Air Quality,3,9027189754.660248,20.49022072414897
MO OPOI X5,Air Quality,4,10362631804.863424,38.31500471190362
MO OPOI X5,BESS Investment,1,2473407586.1763206,0.0
MO OPOI X5,BESS Investment,2,3035041610.2521143,22.706893405467092
MO OPOI X5,BESS Investment,3,3542045387.728833,43.205083041106725
MO OPOI X5,BESS Investment,4,3090667736.6877394,24.95586064994856
MO OPOI X5,Emission,1,22743163285.213448,0.0
MO OPOI X5,Emission,2,17762097545.48558,-21.901376150987428
MO OPOI X5,Emission,3,17450895879.87092,-23.269706764068818
MO OPOI X5,Emission,4,15572851053.839409,-31.527330395749498
MO OPOI X5,Generation Investment,1,117477202916.5463,0.0
MO OPOI X5,Generation Investment,2,102708474096.06828,-12.57157001854177
MO OPOI X5,Generation Investment,3,86915911725.53583,-26.01465682896848
MO OPOI X5,Generation Investment,4,72724022929.25974,-38.09520390018004
MO OPOI X5,Line Investment,1,5456035629.6797,0.0
MO OPOI X5,Line Investment,2,2171999211.1790915,-60.19089026171554
MO OPOI X5,Line Investment,3,1701818215.50767,-68.80852085623978
MO OPOI X5,Line Investment,4,1333419102.4229183,-75.56065992000866
MO OPOI X5,Operation,1,66560302241.174545,0.0
MO OPOI X5,Operation,2,28142359921.59229,-57.71900220701931
MO OPOI X5,Operation,3,28896428218.36678,-56.586092242094274
MO OPOI X5,Operation,4,31255702945.03421,-53.04152491408119
MO X5,Air Quality,1,7871414101.130553,0.0
MO X5,Air Quality,2,8192524432.792397,4.079449099441013
MO X5,Air Quality,3,9586551956.11634,21.789450192176346
MO X5,Air Quality,4,10896134738.180664,38.42664860708671
MO X5,BESS Investment,1,2546836282.488828,0.0
MO X5,BESS Investment,2,3387772028.3885565,33.01883798663125
MO X5,BESS Investment,3,3546355738.349566,39.2455322995471
MO X5,BESS Investment,4,3085326794.666157,21.143507177112422
MO X5,Emission,1,23881972798.01527,0.0
MO X5,Emission,2,18821739081.4034,-21.188507998938867
MO X5,Emission,3,18433778269.590973,-22.813000309911892
MO X5,Emission,4,16295532388.75813,-31.766389122960636
MO X5,Generation Investment,1,116832632747.64555,0.0
MO X5,Generation Investment,2,101437533094.12889,-13.17705446796662
MO X5,Generation Investment,3,85555043334.58545,-26.77127843264357
MO X5,Generation Investment,4,72231136462.95332,-38.17554670793897
MO X5,Line Investment,1,3892301435.0961485,0.0
MO X5,Line Investment,2,967116233.041361,-75.15310031435243
MO X5,Line Investment,3,757760874.6043143,-80.53180394067819
MO X5,Line Investment,4,593725473.1785048,-84.74615897358323
MO X5,Operation,1,67801123926.886055,0.0
MO X5,Operation,2,29229809420.573914,-56.88890135199804
MO X5,Operation,3,30049783037.433792,-55.67952078517423
MO X5,Operation,4,32710616764.105347,-51.75505232128729
SO,Air Quality,1,29295534818.241486,0.0
SO,Air Quality,2,20137389674.40782,-31.26123213197375
SO,Air Quality,3,19719990943.40255,-32.68601831046457
SO,Air Quality,4,16315098650.008352,-44.308582344605604
SO,BESS Investment,1,1911132670.1072135,0.0
SO,BESS Investment,2,2411277588.852521,26.17007843402361
SO,BESS Investment,3,2879417947.593653,50.66551854990367
SO,BESS Investment,4,2802590592.1240664,46.645527856883035
SO,Emission,1,52929115393.77876,0.0
SO,Emission,2,35153935252.432915,-33.582991155440936
SO,Emission,3,31767584827.013847,-39.98088841902735
SO,Emission,4,23060206017.93308,-56.43190737957515
SO,Generation Investment,1,64151931277.42502,0.0
SO,Generation Investment,2,63128482712.45804,-1.5953511368832791
SO,Generation Investment,3,55049475356.62116,-14.188903965245078
SO,Generation Investment,4,50716696273.38771,-20.94283794191111
SO,Line Investment,1,3919552501.3489175,0.0
SO,Line Investment,2,1102967425.0734422,-71.85986347436717
SO,Line Investment,3,864203838.3073813,-77.95146670417185
SO,Line Investment,4,677126320.4763103,-82.72439723046759
SO,Operation,1,66365902585.5684,0.0
SO,Operation,2,37338147408.98036,-43.73895938379096
SO,Operation,3,37076044277.63422,-44.13389582123066
SO,Operation,4,40682112059.14462,-38.7002806046502
SO X5,Air Quality,1,33759017010.856174,0.0
SO X5,Air Quality,2,24871950459.391346,-26.32501576869652
SO X5,Air Quality,3,23621078855.8605,-30.030312054807553
SO X5,Air Quality,4,21219932371.843643,-37.14291987524469
SO X5,BESS Investment,1,1264022073.9970975,0.0
SO X5,BESS Investment,2,2015088909.9635396,59.41880695100637
SO X5,BESS Investment,3,2475876547.342457,95.87288847838128
SO X5,BESS Investment,4,1939914059.788399,53.47153342457005
SO X5,Emission,1,60053604247.43507,0.0
SO X5,Emission,2,42112843421.01174,-29.874577972877603
SO X5,Emission,3,37503617608.84318,-37.54976395035443
SO X5,Emission,4,28360044653.090324,-52.775449519665415
SO X5,Generation Investment,1,76377007343.35846,0.0
SO X5,Generation Investment,2,71129510180.71169,-6.870519473296806
SO X5,Generation Investment,3,60851915371.048065,-20.326918417366368
SO X5,Generation Investment,4,53848129960.08805,-29.496936534826744
SO X5,Line Investment,1,3614054541.6209626,0.0
SO X5,Line Investment,2,967116233.041361,-73.24013177156996
SO X5,Line Investment,3,757760874.6043143,-79.0329430317771
SO X5,Line Investment,4,593725473.1785048,-83.57176223156252
SO X5,Operation,1,75563494311.89566,0.0
SO X5,Operation,2,46568162017.347,-38.37214326651916
SO X5,Operation,3,49163179923.02789,-34.93792158406268
SO X5,Operation,4,53327714891.868126,-29.426616149125127
