tech,fuel,unit,ave_marg_damages_isrm_LePeule,zone,node,latitude,longitude,status,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
NG-CT,Gas,Existing NG-CT 789,36.15647704,PJM_West,9,39.4523,-84.4634,Existing,70.0,15399.999999999993,458088.75636468315,SO
NG-CT,Gas,Existing NG-CT 8,13.85084452,PJM_West,9,37.8824,-84.1025,Existing,63.99999959996725,14079.999911992789,107569.38419359745,SO
NG-CT,Gas,Existing NG-CT 811,14.05035147,PJM_AP,1,40.54409,-79.76719,Existing,3.552713678800501e-14,1.3002932064409827e-11,1.5030425853054292e-10,SO
NG-CT,Gas,Existing NG-CT 812,13.17971833,PJM_AP,1,40.54409,-79.76719,Existing,3.5527136788005016e-14,1.0658141036401501e-11,1.1556608349910667e-10,SO
NG-CT,Gas,Existing NG-CT 818,24.0886921,PJM_COMD,3,41.43743,-88.12379,Existing,9.06049149508019,1993.3081289176405,39503.03486956496,SO
NG-CT,Gas,Existing NG-CT 819,22.42913649,PJM_COMD,3,41.43779,-88.1238,Existing,9.06049149508019,1993.3081289176405,36781.53040358309,SO
NG-CT,Gas,Existing NG-CT 820,23.24774369,PJM_COMD,3,41.43884,-88.12386,Existing,9.06049149508019,1993.3081289176405,38123.963966677074,SO
NG-CT,Gas,Existing NG-CT 821,23.26271614,PJM_COMD,3,41.4392,-88.12386,Existing,9.06049149508019,1993.3081289176405,38148.51728040525,SO
NG-CT,Gas,Existing NG-CT 822,21.83539515,PJM_COMD,3,41.44038,-88.11544,Existing,9.06049149508019,1993.3081289176405,35807.8542587698,SO
NG-CT,Gas,Existing NG-CT 823,19.71777436,PJM_COMD,3,41.44074,-88.11546,Existing,9.06049149508019,1993.3081289176405,32335.168919083568,SO
NG-CT,Gas,Existing NG-CT 824,19.80823621,PJM_COMD,3,41.44183,-88.11551,Existing,9.06049149508019,1993.3081289176405,32483.51726444331,SO
NG-CT,Gas,Existing NG-CT 825,20.21946742,PJM_COMD,3,41.4422,-88.11552,Existing,9.06049149508019,1993.3081289176405,33157.89513272465,SO
NG-CT,Gas,Existing NG-CT 826,20.20806868,PJM_COMD,3,41.44265,-88.1154,Existing,9.06049149508019,1993.3081289176405,33139.20234434826,SO
NG-CT,Gas,Existing NG-CT 839,22.76345991,PJM_West,9,40.074305,-84.61514,Existing,49.0,10779.999999999996,201883.0407739984,SO
NG-CT,Gas,Existing NG-CT 840,22.13714336,PJM_West,9,40.07472,-84.615,Existing,49.00000000000013,10780.000000000036,196328.40672008126,SO
NG-CT,Gas,Existing NG-CT 841,23.06681587,PJM_West,9,40.074305,-84.615,Existing,49.00000000000007,10780.000000000013,204573.42368959458,SO
NG-CT,Gas,Existing NG-CT 842,22.61602139,PJM_West,9,40.07458,-84.615,Existing,49.00000000000004,10780.000000000007,200575.44795364083,SO
NG-CT,Gas,Existing NG-CT 847,14.02616591,PJM_PENE,6,41.2908,-79.8061,Existing,1.4210854715202004e-14,8.95283847057726e-12,1.0331003872151812e-10,SO
NG-CT,Gas,Existing NG-CT 848,30.35157488,PJM_PENE,6,41.2908,-79.8061,Existing,4.263256414560602e-14,2.1032064978498966e-11,5.251773037579501e-10,SO
NG-CT,Gas,Existing NG-CT 849,4.256989655,PJM_PENE,6,41.2908,-79.8061,Existing,4.263256414560602e-14,1.520561454526614e-11,5.325364951197534e-11,SO
NG-CT,Gas,Existing NG-CT 850,34.15560734,PJM_PENE,6,41.2908,-79.8061,Existing,7.105427357601002e-15,2.522426711948355e-12,7.087994513992444e-11,SO
NG-CT,Gas,Existing NG-CT 851,14.5452821,PJM_COMD,3,41.82875,-89.405,Existing,36.46666640000001,8022.666607999999,58937.36381633106,SO
NG-CT,Gas,Existing NG-CT 852,15.30734507,PJM_COMD,3,41.82875,-89.405,Existing,36.46666640000001,8022.666607999999,62025.23672282105,SO
NG-CT,Gas,Existing NG-CT 865,64.85536124,PJM_West,9,39.71444,-83.17639,Existing,72.5,15949.999999999993,851038.825820928,SO
NG-CT,Gas,Existing NG-CT 866,64.03949291,PJM_West,9,39.71416,-83.17611,Existing,72.5,15949.999999999993,840332.9163585128,SO
NG-CT,Gas,Existing NG-CT 867,60.86180229,PJM_West,9,39.71389,-83.17611,Existing,72.5,15949.999999999993,798634.9280602214,SO
NG-CT,Gas,Existing NG-CT 868,63.93156275,PJM_West,9,39.71361,-83.17583,Existing,72.5,15949.999999999993,838916.6455232126,SO
NG-CT,Gas,Existing NG-CT 869,67.05899182,PJM_West,9,39.71333,-83.17583,Existing,78.3333332,17233.333303999992,935429.5194277894,SO
NG-CT,Gas,Existing NG-CT 870,67.54049304,PJM_West,9,39.71305,-83.17555,Existing,78.3333332,17233.333303999992,942146.1497051648,SO
NG-CT,Gas,Existing NG-CT 871,157.787224,PJM_West,9,39.7277,-84.20969,Existing,160.3517366320529,35277.382059051626,4113586.231537125,SO
NG-CT,Gas,Existing NG-CT 872,156.9241352,PJM_West,9,39.72789,-84.2093,Existing,160.3517366320529,35277.382059051626,4091085.105563365,SO
NG-CT,Gas,Existing NG-CT 873,160.5428579,PJM_West,9,39.7282,-84.20911,Existing,160.3517366320529,35277.382059051626,4185426.8874713276,SO
NG-CT,Gas,Existing NG-CT 874,151.1772072,PJM_West,9,39.72839,-84.20881,Existing,160.3517366320529,35277.382059051626,3941260.022802322,SO
NG-CT,Gas,Existing NG-CT 875,23.12143975,PJM_COMD,3,41.44116,-87.75291,Existing,1.5631940186722207e-13,4.6895820560166586e-11,8.920553798951693e-10,SO
NG-CT,Gas,Existing NG-CT 877,23.72108016,PJM_COMD,3,41.44065,-87.753,Existing,7.105427357601002e-14,4.4764192352886305e-11,8.735907323392823e-10,SO
NG-CT,Gas,Existing NG-CT 879,23.59253769,PJM_COMD,3,41.440135,-87.75295,Existing,9.947598300641404e-14,2.302158463862724e-11,4.468406503630385e-10,SO
NG-CT,Gas,Existing NG-CT 880,22.31933917,PJM_COMD,3,41.43988,-87.75298,Existing,2.842170943040401e-14,9.308109838457308e-12,1.7091714708677352e-10,SO
NG-CT,Gas,Existing NG-CT 885,40.93329349,PJM_ATSI,2,41.39778,-83.635,Existing,26.0,5719.999999999998,192626.273014063,SO
NG-CT,Gas,Existing NG-CT 887,64.55235528,PJM_ATSI,2,40.71028,-82.79916,Existing,26.00000000000002,5720.0000000000055,303774.2275711048,SO
NG-CT,Gas,Existing NG-CT 889,54.09153317,PJM_ATSI,2,41.40722,-84.10889,Existing,26.0,5719.999999999998,254547.08252828798,SO
NG-CT,Gas,Existing NG-CT 9,11.67561276,PJM_West,9,37.8824,-84.1025,Existing,63.999999599999995,14079.999911999992,90675.94924361311,SO
NG-CT,Gas,Existing NG-CT 915,9.831173851,PJM_West,9,38.3441,-82.5939,Existing,50.0,10999.999999999996,88969.44163059627,SO
NG-CT,Gas,Existing NG-CT 916,9.057435321,PJM_West,9,38.3441,-82.5939,Existing,50.0,10999.999999999996,81967.3189923951,SO
NG-CT,Gas,Existing NG-CT 917,7.800039409,PJM_West,9,38.3441,-82.5939,Existing,50.00000000000008,11000.000000000044,70588.22897784386,SO
NG-CT,Gas,Existing NG-CT 918,13.97541033,PJM_West,9,38.3441,-82.5939,Existing,50.000000000000156,11000.00000000005,126473.65131195389,SO
NG-CT,Gas,Existing NG-CT 919,14.24343749,PJM_West,9,38.3441,-82.5939,Existing,50.00000000000009,11000.000000000022,128899.2239982314,SO
NG-CT,Gas,Existing NG-CT 920,14.27925683,PJM_West,9,38.3441,-82.5939,Existing,50.000000000000014,11000.000000000002,129223.3792545287,SO
NG-CT,Gas,Existing NG-CT 921,13.86032439,PJM_West,9,36.66416,-82.10208,Existing,50.00000000000004,11000.000000000007,125432.15494778418,SO
NG-CT,Gas,Existing NG-CT 922,13.63576773,PJM_West,9,36.66416,-82.10208,Existing,50.00000000000014,11000.000000000085,123399.97842874203,SO
NG-CT,Gas,Existing NG-CT 923,12.3706913,PJM_West,9,36.66416,-82.10208,Existing,50.0,10999.999999999996,111951.38182136038,SO
NG-CT,Gas,Existing NG-CT 924,14.11265685,PJM_West,9,36.66416,-82.10208,Existing,50.0,10999.999999999996,127715.6948802196,SO
NG-CT,Gas,Existing NG-CT 925,14.03432113,PJM_West,9,36.66416,-82.10208,Existing,50.0,10999.999999999996,127006.77798242496,SO
NG-CT,Gas,Existing NG-CT 941,6.614370536,PJM_ATSI,2,41.47684,-83.46102,Existing,178.5,39269.999999999985,213693.94928962304,SO
NG-CT,Gas,Existing NG-CT 942,7.389630692,PJM_ATSI,2,41.47684,-83.46102,Existing,279.5333332,61497.33330399997,323753.3870341326,SO
NG-CT,Gas,Existing NG-CT 944,7.850650805,PJM_ATSI,2,41.47684,-83.46102,Existing,352.2,77483.99999999996,446282.6326345381,SO
NG-CT,Gas,Existing NG-CT 950,11.09927979,PJM_AP,1,39.74751,-79.83877,Existing,6.394884621840902e-14,4.0287773117597674e-11,3.6788397093660113e-10,SO
NG-CT,Gas,Existing NG-CT 951,12.85790455,PJM_AP,1,39.74751,-79.83877,Existing,3.5527136788005016e-14,1.2612133559741777e-11,1.3341404824780743e-10,SO
NG-CT,Gas,Existing NG-CT 952,7.42920719,PJM_EMAC,5,37.9892,-75.5405,Existing,-1.424914426361573e-13,-4.094044431271594e-11,-2.502291068020619e-10,SO
NG-CT,Gas,Existing NG-CT 953,8.098248727,PJM_EMAC,5,37.9892,-75.5405,Existing,-1.4992060549623404e-13,-4.89127441788902e-11,-3.2587867670838724e-10,SO
NG-CT,Gas,Existing NG-CT 955,8.677263375,PJM_EMAC,5,37.9892,-75.5405,Existing,-2.131628207280301e-14,-6.821210263296961e-12,-4.869529711663829e-11,SO
NG-CT,Gas,Existing NG-CT 956,8.149516808,PJM_EMAC,5,37.9892,-75.5405,Existing,7.815970093361102e-14,1.7195134205394418e-11,1.1528697217531996e-10,SO
NG-CT,Gas,Existing NG-CT 957,8.729224771,PJM_EMAC,5,37.9892,-75.5405,Existing,3.126388037344441e-13,9.720224625198167e-11,6.980632602914548e-10,SO
NG-CT,Gas,Existing NG-CT 973,62.59099776,PJM_COMD,3,41.99967,-88.24549,Existing,123.8,27235.999999999985,1402484.2858614333,SO
