fuel,zone,ave_marg_damages_isrm_LePeule,unit,longitude,latitude,node,tech,status,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
Gas,PJM_AP,3.505501953,Existing NG-CC 989,-79.9182,39.8592,1,NG-CC,Existing,16835.41259595724,2527137.0629797853,7288225.716465317,MO X5
Gas,PJM_AP,6.273263383,Existing NG-CT 945,-81.3636,39.3331,1,NG-CT,Existing,171.7,36915.5,190521.97750125633,MO X5
Gas,PJM_AP,7.530104892,Existing NG-CT 1010,-77.68334,39.86666,1,NG-CT,Existing,44.0,9460.0,58605.0398986595,MO X5
Gas,PJM_AP,7.842758213,Existing NG-CT 1011,-77.68334,39.86666,1,NG-CT,Existing,44.0,9460.0,61038.34735113866,MO X5
Gas,PJM_AP,9.758405555,Existing NG-CC 1027,-79.76917,40.545,1,NG-CC,Existing,14529.0,1906304.999999999,15304320.567273317,MO X5
Gas,PJM_AP,10.58381714,Existing NG-CC 1028,-79.76917,40.545,1,NG-CC,Existing,45347.94985869796,5998573.082585487,41749433.933094025,MO X5
Gas,PJM_AP,11.09927979,Existing NG-CT 950,-79.83877,39.74751,1,NG-CT,Existing,44.0,9460.0,86383.09084251932,MO X5
Gas,PJM_AP,11.40922873,Existing NG-CC 1026,-79.76917,40.545,1,NG-CC,Existing,13861.0,1819464.999999999,17078227.57079977,MO X5
Gas,PJM_ATSI,6.614370536,Existing NG-CT 941,-83.46102,41.47684,2,NG-CT,Existing,178.5,38377.5,208837.26862394987,MO X5
Gas,PJM_ATSI,6.619972007,Existing NG-CC 1024,-83.1655,41.37778,2,NG-CC,Existing,41722.86781068637,6333756.339053428,26425366.971465096,MO X5
Gas,PJM_ATSI,7.076490561,Existing NG-CT 943,-83.46102,41.47684,2,NG-CT,Existing,173.4,37281.0,217044.2518124781,MO X5
Gas,PJM_ATSI,7.389630692,Existing NG-CT 942,-83.46102,41.47684,2,NG-CT,Existing,173.1,37216.5,226256.50065461858,MO X5
Gas,PJM_ATSI,7.850650805,Existing NG-CT 944,-83.46102,41.47684,2,NG-CT,Existing,176.1,37861.5,244537.95729434336,MO X5
Gas,PJM_ATSI,8.079041113,Existing NG-CC 1023,-83.1655,41.37778,2,NG-CC,Existing,98942.70344358151,13567298.183677899,66368274.91993263,MO X5
Gas,PJM_ATSI,9.538110219,Existing NG-CC 1025,-83.1655,41.37778,2,NG-CC,Existing,35986.47507777638,4903462.375388879,30409769.872207474,MO X5
Gas,PJM_COMD,7.729298667,Existing NG-CC 807,-90.27933,41.71217,3,NG-CC,Existing,83252.01156158581,15718144.715852069,89459959.86129765,MO X5
Gas,PJM_COMD,8.098491983,Existing NG-CC 801,-89.6075,41.774885,3,NG-CC,Existing,106415.02207849287,19993945.24738567,106980319.13421874,MO X5
Gas,PJM_COMD,8.098491983,Existing NG-CC 803,-89.6075,41.774885,3,NG-CC,Existing,91926.91507240139,17060039.299027726,86619316.9137935,MO X5
Gas,PJM_COMD,8.229878788,Existing NG-CC 802,-89.606175,41.774895,3,NG-CC,Existing,99472.07685438632,18736523.801351413,102971440.16920593,MO X5
Gas,PJM_COMD,8.229878788,Existing NG-CC 804,-89.606175,41.774895,3,NG-CC,Existing,85872.31700540164,15931516.205630494,82900675.23718391,MO X5
Gas,PJM_COMD,10.53271152,Existing NG-CT 832,-87.94502,41.39327,3,NG-CT,Existing,116.45377446363527,25037.56150968158,216957.67713718605,MO X5
Gas,PJM_COMD,10.95323383,Existing NG-CC 791,-88.25748,41.4806,3,NG-CC,Existing,33955.769975323296,6518585.971834265,58740624.64957172,MO X5
Gas,PJM_COMD,10.95323383,Existing NG-CC 795,-88.25748,41.4806,3,NG-CC,Existing,48829.349513380716,9355626.074710405,75902624.06421353,MO X5
Gas,PJM_COMD,11.03021841,Existing NG-CT 836,-87.9429,41.3933,3,NG-CT,Existing,77.3,16619.5,150815.11499014913,MO X5
Gas,PJM_COMD,12.27134763,Existing NG-CC 793,-88.25614,41.48064,3,NG-CC,Existing,31222.93127436225,5768894.141988411,58240840.355210304,MO X5
Gas,PJM_COMD,12.27134763,Existing NG-CC 797,-88.25614,41.48064,3,NG-CC,Existing,46978.07050266376,8918595.077785362,80785026.21716209,MO X5
Gas,PJM_COMD,13.44148982,Existing NG-CC 830,-88.33022667,41.41324667,3,NG-CC,Existing,22344.140638913108,4195213.097287298,41420268.637175575,MO X5
Gas,PJM_COMD,13.69802891,Existing NG-CC 792,-88.25705,41.48061,3,NG-CC,Existing,28707.560953769676,5284013.815564814,59547677.36196026,MO X5
Gas,PJM_COMD,13.69802891,Existing NG-CC 796,-88.25705,41.48061,3,NG-CC,Existing,43804.0639201506,8223204.719837876,82789366.98608135,MO X5
Gas,PJM_COMD,13.75738347,Existing NG-CC 790,-88.25838,41.48058,3,NG-CC,Existing,27664.528274304612,5156055.974663521,58357445.08613647,MO X5
Gas,PJM_COMD,13.75738347,Existing NG-CC 794,-88.25838,41.48058,3,NG-CC,Existing,42611.987776360394,7971727.361349986,80545236.74939063,MO X5
Gas,PJM_COMD,14.5452821,Existing NG-CT 851,-89.405,41.82875,3,NG-CT,Existing,36.636205460497024,4012.1809993024835,29474.909379515033,MO X5
Gas,PJM_COMD,15.30734507,Existing NG-CT 852,-89.405,41.82875,3,NG-CT,Existing,18.233333200000004,3920.1666380000006,30307.786125923933,MO X5
Gas,PJM_Dom,0.910301291,Existing NG-CC 1111,-78.2848,37.6961,4,NG-CC,Existing,67622.93374654654,11844924.130162155,8114030.363669724,MO X5
Gas,PJM_Dom,1.02926131,Existing NG-CC 1112,-78.2848,37.6961,4,NG-CC,Existing,146376.813748289,25177050.010301627,16485264.965917692,MO X5
Gas,PJM_Dom,1.148221329,Existing NG-CC 1110,-78.2848,37.6961,4,NG-CC,Existing,65977.64144959518,11341793.186927618,9807722.25248749,MO X5
Gas,PJM_Dom,1.375231631,Existing NG-CC 974,-78.3801,37.8669,4,NG-CC,Existing,32415.09006102473,6102842.814053042,6904795.8222401505,MO X5
Gas,PJM_Dom,1.436337517,Existing NG-CC 976,-78.3801,37.8669,4,NG-CC,Existing,33822.60544903495,6271562.032276135,7410969.57514696,MO X5
Gas,PJM_Dom,1.525950515,Existing NG-CC 977,-78.3801,37.8669,4,NG-CC,Existing,201310.03436545268,33029491.81036732,33716171.67089687,MO X5
Gas,PJM_Dom,1.766282398,Existing NG-CC 975,-78.3801,37.8669,4,NG-CC,Existing,31039.081157410605,5169102.820389127,7511352.019050063,MO X5
Gas,PJM_Dom,1.86815888,Existing NG-CC 379,-77.2786,38.5391,4,NG-CC,Existing,25412.99009180281,4147977.041910244,6375187.412554031,MO X5
Gas,PJM_Dom,2.100079035,Existing NG-CC 381,-77.2786,38.5391,4,NG-CC,Existing,122967.6800060499,18155211.513103165,25434426.72582871,MO X5
Gas,PJM_Dom,2.331999191,Existing NG-CC 380,-77.2786,38.5391,4,NG-CC,Existing,24585.989950361127,3897134.3294761814,7476813.96418717,MO X5
Gas,PJM_Dom,3.332454903,Existing NG-CC 1165,-77.71313,36.76479,4,NG-CC,Existing,118727.69790085265,16983985.51360578,37416487.20936365,MO X5
Gas,PJM_Dom,3.384191279,Existing NG-CC 1164,-77.71313,36.76479,4,NG-CC,Existing,116257.44260668514,16404030.261738455,36537181.38558843,MO X5
Gas,PJM_Dom,3.407856829,Existing NG-CC 1167,-77.71313,36.76479,4,NG-CC,Existing,274098.67090298515,41369373.367924035,84847442.3013584,MO X5
Gas,PJM_Dom,3.506924306,Existing NG-CC 1166,-77.71313,36.76479,4,NG-CC,Existing,95731.81605575391,14614683.697300233,33119919.386056688,MO X5
Gas,PJM_Dom,5.057132318,Existing NG-CT 569,-77.51309,38.07194,4,NG-CT,Existing,1053.3333332,226466.666638,633697.5348614288,MO X5
Gas,PJM_Dom,5.064132646,Existing NG-CT 566,-77.51309,38.07194,4,NG-CT,Existing,151.0,32465.0,135258.10036138436,MO X5
Gas,PJM_Dom,5.234635107,Existing NG-CT 567,-77.51309,38.07194,4,NG-CT,Existing,588.9100334394716,126615.6571894864,392306.74312645255,MO X5
Gas,PJM_Dom,5.275309188,Existing NG-CT 565,-77.51309,38.07194,4,NG-CT,Existing,151.0,32465.0,140898.42219109935,MO X5
Gas,PJM_Dom,5.437898621,Existing NG-CT 568,-77.51309,38.07194,4,NG-CT,Existing,253.3333332,54466.666637999995,209011.04624723,MO X5
Gas,PJM_Dom,5.475829282,Existing NG-CC 769,-78.205,38.12583,4,NG-CC,Existing,4662.941856986103,668854.7092849303,3013175.9524116125,MO X5
Gas,PJM_Dom,6.747324639,Existing NG-CC 768,-78.2036,38.12417,4,NG-CC,Existing,4543.800156102753,633346.0969775968,3515729.948037224,MO X5
Gas,PJM_Dom,7.659567836,Existing NG-CT 564,-77.77069,38.54573,4,NG-CT,Existing,152.0,32680.0,205934.50414630113,MO X5
Gas,PJM_Dom,7.76911235,Existing NG-CT 562,-77.77069,38.54573,4,NG-CT,Existing,151.0,32465.0,207505.5002331333,MO X5
Gas,PJM_Dom,7.894826684,Existing NG-CT 561,-77.77069,38.54573,4,NG-CT,Existing,153.0,32895.0,213656.09906998006,MO X5
Gas,PJM_Dom,8.187206639,Existing NG-CT 563,-77.77069,38.54573,4,NG-CT,Existing,152.0,32680.0,220120.55714441612,MO X5
Gas,PJM_Dom,10.21531045,Existing NG-CT 560,-78.2144,38.1169,4,NG-CT,Existing,158.0,33970.0,285489.3555557612,MO X5
Gas,PJM_Dom,11.59778176,Existing NG-CT 556,-78.2144,38.1169,4,NG-CT,Existing,76.5,16447.5,156934.2119776019,MO X5
Gas,PJM_EMAC,1.480886124,Existing NG-CC 1121,-75.49942,39.18717,5,NG-CC,Existing,75676.89218615928,11880158.95874319,11418899.788296985,MO X5
Gas,PJM_EMAC,1.480886124,Existing NG-CC 1122,-75.49942,39.18717,5,NG-CC,Existing,60710.7577632764,9327359.33847607,8313074.23575219,MO X5
Gas,PJM_EMAC,6.21194926,Existing NG-CT 157,-75.035192,39.489029,5,NG-CT,Existing,495.0,106425.0,292985.89793147804,MO X5
Gas,PJM_EMAC,6.3125208,Existing NG-CC 928,-74.74249,40.14695,5,NG-CC,Existing,21552.487494184366,3000933.560668104,15584827.738348085,MO X5
Gas,PJM_EMAC,6.360245321,Existing NG-CC 930,-74.74249,40.14695,5,NG-CC,Existing,22997.29923258206,3197846.496162909,16733018.209076574,MO X5
Gas,PJM_EMAC,6.366125242,Existing NG-CC 932,-74.74249,40.14695,5,NG-CC,Existing,94219.05899506062,13977395.294975292,57018240.94377664,MO X5
Gas,PJM_EMAC,6.419729684,Existing NG-CC 929,-74.74249,40.14695,5,NG-CC,Existing,21774.0,3082739.9999999986,16281576.080792796,MO X5
Gas,PJM_EMAC,6.434402293,Existing NG-CC 933,-74.74249,40.14695,5,NG-CC,Existing,92391.02478776722,13541298.061153926,56210369.684571415,MO X5
Gas,PJM_EMAC,6.508559264,Existing NG-CC 931,-74.74249,40.14695,5,NG-CC,Existing,22374.0,3194729.9999999986,17106526.221052922,MO X5
Gas,PJM_EMAC,7.42920719,Existing NG-CT 952,-75.5405,37.9892,5,NG-CT,Existing,46.3,9954.5,60842.174174632986,MO X5
Gas,PJM_EMAC,7.859726755,Existing NG-CC 1035,-75.422206,39.806687,5,NG-CC,Existing,19712.0,2787839.999999999,18026777.43257938,MO X5
Gas,PJM_EMAC,7.915474544,Existing NG-CT 609,-75.546944,39.150556,5,NG-CT,Existing,44.0,9460.0,61604.28149689892,MO X5
Gas,PJM_EMAC,8.098248727,Existing NG-CT 953,-75.5405,37.9892,5,NG-CT,Existing,46.8,10062.0,67037.56454652041,MO X5
Gas,PJM_EMAC,8.107978147,Existing NG-CC 1038,-75.422206,39.806687,5,NG-CC,Existing,67783.85318079605,9455208.070299366,56211455.52240016,MO X5
Gas,PJM_EMAC,8.149516808,Existing NG-CT 956,-75.5405,37.9892,5,NG-CT,Existing,46.1,9911.5,66452.91691629885,MO X5
Gas,PJM_EMAC,8.166343395,Existing NG-CC 1036,-75.422206,39.806687,5,NG-CC,Existing,19914.3,2838244.4999999986,19068663.14012788,MO X5
Gas,PJM_EMAC,8.29786429,Existing NG-CC 1037,-75.422206,39.806687,5,NG-CC,Existing,19184.0,2734159.999999999,18665217.58086097,MO X5
Gas,PJM_EMAC,8.677263375,Existing NG-CT 955,-75.5405,37.9892,5,NG-CT,Existing,44.6,9589.0,68454.01124253783,MO X5
Gas,PJM_EMAC,8.729224771,Existing NG-CT 957,-75.5405,37.9892,5,NG-CT,Existing,45.0,9675.0,69481.54290397518,MO X5
Gas,PJM_EMAC,9.075311829,Existing NG-CT 407,-74.96519,39.375774,5,NG-CT,Existing,126.3333332,27161.666638,184306.96502210124,MO X5
Gas,PJM_EMAC,10.12751862,Existing NG-CC 457,-75.506389,39.74564767,5,NG-CC,Existing,40017.99999999991,5709109.9999999935,42405833.83322584,MO X5
Gas,PJM_EMAC,12.56593167,Existing NG-CC 1119,-75.220256,39.841001,5,NG-CC,Existing,64084.0,9140629.999999996,74948603.57034507,MO X5
Gas,PJM_EMAC,12.59769993,Existing NG-CC 1118,-75.220256,39.841001,5,NG-CC,Existing,63877.30020081275,9139596.50100406,75129153.059986,MO X5
Gas,PJM_EMAC,17.93124232,Existing NG-CC 843,-75.33577,39.86248,5,NG-CC,Existing,9662.872061207214,1998037.3603060357,29475201.85277589,MO X5
Gas,PJM_EMAC,18.04513825,Existing NG-CC 845,-75.33577,39.86248,5,NG-CC,Existing,31253.56834543531,5446899.841727175,71855105.61426528,MO X5
Gas,PJM_EMAC,18.15903418,Existing NG-CC 844,-75.33577,39.86248,5,NG-CC,Existing,9469.6,1997070.9999999998,29835206.975601126,MO X5
Gas,PJM_EMAC,18.39028323,Existing NG-CC 453,-75.50444433,39.74564767,5,NG-CC,Existing,10472.0,2208470.0,33413558.181998726,MO X5
Gas,PJM_EMAC,19.3843234,Existing NG-CC 150,-74.211871,40.624411,5,NG-CC,Existing,10168.2,2221940.0,35434456.65984522,MO X5
Gas,PJM_EMAC,19.43511979,Existing NG-CC 149,-74.211871,40.624411,5,NG-CC,Existing,51908.07838944985,8694132.391947247,110804188.33917932,MO X5
Gas,PJM_EMAC,19.48591618,Existing NG-CC 151,-74.211871,40.624411,5,NG-CC,Existing,9979.900000000001,2220998.5,35605074.51681612,MO X5
Gas,PJM_EMAC,19.85026591,Existing NG-CC 147,-74.211871,40.624411,5,NG-CC,Existing,9979.900000000001,2220998.5,36270821.981138416,MO X5
Gas,PJM_EMAC,19.86409061,Existing NG-CC 146,-74.211871,40.624411,5,NG-CC,Existing,51169.78464708646,8690440.923235334,113205450.12994911,MO X5
Gas,PJM_EMAC,19.8779153,Existing NG-CC 148,-74.211871,40.624411,5,NG-CC,Existing,9979.900000000001,2220998.5,36321343.52614562,MO X5
Gas,PJM_EMAC,26.96637334,Existing NG-CC 992,-76.30826,39.73872,5,NG-CC,Existing,16348.0,2927999.9999999995,57622976.78804758,MO X5
Gas,PJM_EMAC,29.85848294,Existing NG-CC 994,-76.30826,39.73872,5,NG-CC,Existing,42967.19422517422,7721852.174707972,143233834.75716373,MO X5
Gas,PJM_EMAC,31.14855732,Existing NG-CC 993,-76.30826,39.73872,5,NG-CC,Existing,16199.852849143072,2926067.698057338,66520860.321490675,MO X5
Gas,PJM_EMAC,31.46051817,Existing NG-CC 991,-76.30826,39.73872,5,NG-CC,Existing,14690.0,2676969.9999999995,61553390.84501024,MO X5
Gas,PJM_EMAC,39.31088066,Existing NG-CC 722,-74.168576,40.062369,5,NG-CC,Existing,3506.8,765119.9999999999,24744867.425057825,MO X5
Gas,PJM_EMAC,40.42742977,Existing NG-CC 633,-75.118141,39.918222,5,NG-CC,Existing,2868.8,625919.9999999999,20817940.5425833,MO X5
Gas,PJM_EMAC,84.30951116,Existing NG-CT 139,-74.097155,40.73799,5,NG-CT,Existing,187.6,40334.0,1345709.0801989224,MO X5
Gas,PJM_EMAC,84.41651762,Existing NG-CT 140,-74.097155,40.73799,5,NG-CT,Existing,187.6,40334.0,1347417.0673866153,MO X5
Gas,PJM_EMAC,84.45006042,Existing NG-CT 138,-74.097155,40.73799,5,NG-CT,Existing,187.6,40334.0,1347952.4619098932,MO X5
Gas,PJM_EMAC,84.76556683,Existing NG-CT 141,-74.097155,40.73799,5,NG-CT,Existing,187.6,40334.0,1352988.428018061,MO X5
Gas,PJM_EMAC,85.9958989,Existing NG-CT 137,-74.097155,40.73799,5,NG-CT,Existing,187.6,40334.0,1372626.4144739055,MO X5
Gas,PJM_EMAC,87.1882248,Existing NG-CT 136,-74.097155,40.73799,5,NG-CT,Existing,187.6,40334.0,1391657.764177041,MO X5
Gas,PJM_EMAC,94.45324995,Existing NG-CC 126,-74.025002,40.8396,5,NG-CC,Existing,1418.4,304956.0,23697192.25364098,MO X5
Gas,PJM_EMAC,94.77943172,Existing NG-CC 127,-74.025002,40.8396,5,NG-CC,Existing,3782.3999999999965,813215.9999999992,56547356.68864515,MO X5
Gas,PJM_EMAC,95.1056135,Existing NG-CC 125,-74.025002,40.8396,5,NG-CC,Existing,1418.399999999931,304955.99999998516,23860862.47644106,MO X5
Gas,PJM_PENE,4.256989655,Existing NG-CT 849,-79.8061,41.2908,6,NG-CT,Existing,53.5,11502.5,40284.46871962814,MO X5
Gas,PJM_SMAC,7.452279932,Existing NG-CC 88,-76.6861,38.5444,7,NG-CC,Existing,105944.88823314662,18379105.825569972,112682465.8548645,MO X5
Gas,PJM_SMAC,55.72897316,Existing NG-CC 69,-76.527476,39.178421,7,NG-CC,Existing,17233.58621461066,2225378.2119527794,93813375.47740002,MO X5
Gas,PJM_WMAC,9.051536797,Existing NG-CC 1051,-77.1668,39.8729,8,NG-CC,Existing,18360.0,2429639.999999999,18092852.9684344,MO X5
Gas,PJM_WMAC,9.493148215,Existing NG-CC 1020,-75.313775,40.61842,8,NG-CC,Existing,14806.556126055659,1977762.7806302775,15446399.564489078,MO X5
Gas,PJM_WMAC,9.493148215,Existing NG-CC 1022,-75.313775,40.61842,8,NG-CC,Existing,71305.60099057708,9232362.136953764,57726066.71959482,MO X5
Gas,PJM_WMAC,9.864313262,Existing NG-CC 1053,-77.16694,39.87165333,8,NG-CC,Existing,106244.3011058781,13984066.426533956,90757428.51058678,MO X5
Gas,PJM_WMAC,9.956977323,Existing NG-CC 1012,-75.1072,40.8022,8,NG-CC,Existing,20975.13757791705,2931989.687889584,24017774.350059025,MO X5
Gas,PJM_WMAC,9.985430136,Existing NG-CC 1014,-75.1072,40.8022,8,NG-CC,Existing,76317.95492972614,10032707.802863741,65950675.878185146,MO X5
Gas,PJM_WMAC,10.01388295,Existing NG-CC 1013,-75.1072,40.8022,8,NG-CC,Existing,20795.105963889102,2931089.5298194443,24147623.648650464,MO X5
Gas,PJM_WMAC,10.20320074,Existing NG-CC 1050,-77.16722,39.86916,8,NG-CC,Existing,16830.0,2377619.999999999,19958214.23661029,MO X5
Gas,PJM_WMAC,10.33820225,Existing NG-CC 1052,-77.1668,39.8729,8,NG-CC,Existing,16795.299673918467,2377446.4983695913,20220811.483856317,MO X5
Gas,PJM_WMAC,10.61978306,Existing NG-CC 347,-76.070093,41.201997,8,NG-CC,Existing,10863.999999999995,1497194.999999999,11673756.227716789,MO X5
Gas,PJM_WMAC,11.42180143,Existing NG-CC 346,-76.070093,41.201997,8,NG-CC,Existing,9839.999999999942,1414991.999999991,11827141.505478924,MO X5
Gas,PJM_WMAC,11.75631665,Existing NG-CC 808,-75.9375,40.42083,8,NG-CC,Existing,17574.178847726147,2590270.89423863,25052972.653943975,MO X5
Gas,PJM_WMAC,11.76790149,Existing NG-CC 810,-75.9375,40.42083,8,NG-CC,Existing,36708.033130359094,5330729.436063113,45853010.86928653,MO X5
Gas,PJM_WMAC,11.77948633,Existing NG-CC 809,-75.9375,40.42083,8,NG-CC,Existing,16640.785557247444,2528563.927786236,24504344.771480255,MO X5
Gas,PJM_WMAC,14.81925424,Existing NG-CC 936,-76.3658,40.3509,8,NG-CC,Existing,41128.57267034623,6108981.863351729,65970629.58952816,MO X5
Gas,PJM_WMAC,24.75900568,Existing NG-CT 1089,-76.06848,41.20334,8,NG-CT,Existing,5.044853423896711e-13,7.730704965069887e-11,1.5746901189571796e-09,MO X5
Gas,PJM_West,1.390103444,Existing NG-CC 985,-81.71694,39.53305,9,NG-CC,Existing,13483.890950109093,2474859.454750545,2830352.0870128754,MO X5
Gas,PJM_West,1.418876091,Existing NG-CC 984,-81.71694,39.53333,9,NG-CC,Existing,13440.0,2474639.999999999,2888679.1243008734,MO X5
Gas,PJM_West,1.418956326,Existing NG-CC 987,-81.71694,39.53296,9,NG-CC,Existing,58296.13276222151,10590380.663811104,11033783.384894125,MO X5
Gas,PJM_West,1.447889442,Existing NG-CC 986,-81.71694,39.5325,9,NG-CC,Existing,13094.3454373475,2362765.8983421866,2814484.7450412503,MO X5
Gas,PJM_West,2.048647681,Existing NG-CT 815,-82.604615,38.191734,9,NG-CT,Existing,165.0,35475.0,59790.54117037653,MO X5
Gas,PJM_West,2.073030169,Existing NG-CT 816,-82.604615,38.191734,9,NG-CT,Existing,165.0,35475.0,60502.15311132706,MO X5
Gas,PJM_West,2.106171706,Existing NG-CT 813,-82.604615,38.191734,9,NG-CT,Existing,165.0,35475.0,61469.40114075924,MO X5
Gas,PJM_West,2.357446841,Existing NG-CT 817,-82.604615,38.191734,9,NG-CT,Existing,165.0,35475.0,68802.95900121861,MO X5
Gas,PJM_West,2.454704049,Existing NG-CT 814,-82.604615,38.191734,9,NG-CT,Existing,165.0,35475.0,71641.44663038549,MO X5
Gas,PJM_West,6.39997462,Existing NG-CC 982,-84.8666,39.0908,9,NG-CC,Existing,11952.0,1772879.9999999993,9334700.66838866,MO X5
Gas,PJM_West,6.699543491,Existing NG-CC 1033,-82.78389,38.57417,9,NG-CC,Existing,13335.471780557573,1986197.358902787,10947385.57508738,MO X5
Gas,PJM_West,6.729722522,Existing NG-CC 981,-84.8666,39.0908,9,NG-CC,Existing,12141.0,1825424.9999999993,10106573.894393256,MO X5
Gas,PJM_West,6.740131596,Existing NG-CC 980,-84.8666,39.0908,9,NG-CC,Existing,11729.008558090263,1736430.3488064138,9628719.768609507,MO X5
Gas,PJM_West,6.741203522,Existing NG-CC 1034,-82.78375,38.574305,9,NG-CC,Existing,73116.09066411802,11458660.418271938,48679294.20942471,MO X5
Gas,PJM_West,6.782863554,Existing NG-CC 1032,-82.78361,38.57444,9,NG-CC,Existing,12950.0,1859249.999999999,10375133.046641672,MO X5
Gas,PJM_West,7.338844988,Existing NG-CC 962,-81.6571,39.5798,9,NG-CC,Existing,12351.0,1746144.9999999993,10542675.104773218,MO X5
Gas,PJM_West,7.352794065,Existing NG-CC 964,-81.6571,39.5798,9,NG-CC,Existing,42117.0,5937284.999999997,32011341.56266028,MO X5
Gas,PJM_West,7.366743142,Existing NG-CC 963,-81.6571,39.5798,9,NG-CC,Existing,12351.0,1746144.9999999993,10582752.415865885,MO X5
Gas,PJM_West,7.800039409,Existing NG-CT 917,-82.5939,38.3441,9,NG-CT,Existing,50.0,10750.0,68983.95104652895,MO X5
Gas,PJM_West,8.122713767,Existing NG-CC 1030,-82.785,38.57278,9,NG-CC,Existing,12444.0,1731179.999999999,11568743.162904387,MO X5
Gas,PJM_West,8.676986998,Existing NG-CC 983,-84.8666,39.0908,9,NG-CC,Existing,11288.0,1570359.9999999993,11210138.411200495,MO X5
Gas,PJM_West,8.825121559,Existing NG-CC 947,-82.02727,40.09285,9,NG-CC,Existing,33004.0633442032,4567343.316721014,26473466.78251192,MO X5
Gas,PJM_West,8.856849885,Existing NG-CC 949,-82.02727,40.09285,9,NG-CC,Existing,56967.0,7719586.999999996,41958780.83771195,MO X5
Gas,PJM_West,8.88857821,Existing NG-CC 948,-82.02727,40.09285,9,NG-CC,Existing,32926.4,4566954.999999998,26661598.167256348,MO X5
Gas,PJM_West,9.057435321,Existing NG-CT 916,-82.5939,38.3441,9,NG-CT,Existing,50.0,10750.0,80104.4253789316,MO X5
Gas,PJM_West,9.206402713,Existing NG-CC 1031,-82.78486,38.57292,9,NG-CC,Existing,65697.72528280193,9116448.626414005,55124281.14832016,MO X5
Gas,PJM_West,9.831173851,Existing NG-CT 915,-82.5939,38.3441,9,NG-CT,Existing,50.0,10750.0,86947.40886626457,MO X5
Gas,PJM_West,10.29009166,Existing NG-CC 1029,-82.78472,38.57306,9,NG-CC,Existing,12308.0,1712259.9999999993,14495451.870980991,MO X5
Gas,PJM_West,11.67561276,Existing NG-CT 9,-84.1025,37.8824,9,NG-CT,Existing,28.515207462161726,6130.769604364771,41879.4382686632,MO X5
Gas,PJM_West,13.85084452,Existing NG-CT 8,-84.1025,37.8824,9,NG-CT,Existing,21.33333319998181,4586.666637996089,32086.56626619967,MO X5
